UNITID,SURVSECT,PART,TENURE,RANK,RACEETHNICITYSEX,COUNT,ReviewStatus,ISMEDICAL,INSTFUNCTION,OCCCATEGORY1,OCCCATEGORY4,OCCCATEGORY3,OCCCATEGORY5,SEX,12mCount,11mCount,10mCount,9mCount,LessThan9mCount,TotalStaff,TotalStaffSalary,12mSoutlays,11mSoutlays,10mSoutlays,9mSoutlays,Equated_9mSoutlays,OCCCATEGORY2,SOUTLAYS
999999,HR1,H1,1,,10,1,Generated from governed source mart,,,,,,,,,,,,,,,,,,,,,
999999,HR1,H1,2,,11,1,Generated from governed source mart,,,,,,,,,,,,,,,,,,,,,
999999,HR1,H1,3,,13,1,Generated from governed source mart,,,,,,,,,,,,,,,,,,,,,
999999,HR1,H1,3,,6,1,Generated from governed source mart,,,,,,,,,,,,,,,,,,,,,
999999,HR1,H2,,,2,1,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,3,2,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,5,2,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,8,1,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,9,1,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,11,2,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,14,1,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,15,1,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,1,2,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,4,1,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,7,1,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,10,1,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,13,1,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,16,1,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,6,1,Generated from governed source mart,,,,,,1,,,,,,,,,,,,,,,
999999,HR1,H2,,,7,1,Generated from governed source mart,,,,,,3,,,,,,,,,,,,,,,
999999,HR1,H2,,,9,1,Generated from governed source mart,,,,,,6,,,,,,,,,,,,,,,
999999,HR1,H2,,,12,1,Generated from governed source mart,,,,,,2,,,,,,,,,,,,,,,
999999,HR1,H2,,,13,1,Generated from governed source mart,,,,,,5,,,,,,,,,,,,,,,
999999,HR1,H2,,,15,1,Generated from governed source mart,,,,,,8,,,,,,,,,,,,,,,
999999,HR1,H2,,,2,1,Generated from governed source mart,,,,,,4,,,,,,,,,,,,,,,
999999,HR1,H2,,,3,1,Generated from governed source mart,,,,,,7,,,,,,,,,,,,,,,
999999,HR1,H2,,,5,1,Generated from governed source mart,,,,,,3,,,,,,,,,,,,,,,
999999,HR1,H2,,,8,1,Generated from governed source mart,,,,,,6,,,,,,,,,,,,,,,
999999,HR1,H2,,,9,1,Generated from governed source mart,,,,,,2,,,,,,,,,,,,,,,
999999,HR1,H2,,,11,1,Generated from governed source mart,,,,,,5,,,,,,,,,,,,,,,
999999,HR1,H2,,,14,1,Generated from governed source mart,,,,,,8,,,,,,,,,,,,,,,
999999,HR1,H2,,,15,1,Generated from governed source mart,,,,,,4,,,,,,,,,,,,,,,
999999,HR1,G1,,2,,,Generated from governed source mart,,,,,,,1,10,11,10,10,0,41,3436800,857600,901200,857600,820400,2577600,,
999999,HR1,G1,,2,,,Generated from governed source mart,,,,,,,2,5,5,6,5,0,21,1566600,373000,354400,447600,391600,1174950,,
999999,HR1,G1,,3,,,Generated from governed source mart,,,,,,,1,10,10,11,11,0,42,3523800,839000,857600,907400,919800,2642850,,
999999,HR1,G1,,3,,,Generated from governed source mart,,,,,,,2,5,5,5,5,0,20,1473400,354400,354400,391600,373000,1105050,,
999999,HR1,G1,,4,,,Generated from governed source mart,,,,,,,1,11,10,10,10,0,41,3424400,926000,839000,820400,839000,2568300,,
999999,HR1,G1,,4,,,Generated from governed source mart,,,,,,,2,5,5,5,6,0,21,1566600,354400,391600,373000,447600,1174950,,
999999,HR1,G1,,5,,,Generated from governed source mart,,,,,,,1,11,10,10,10,0,41,3418200,938400,820400,839000,820400,2563650,,
999999,HR1,G1,,5,,,Generated from governed source mart,,,,,,,2,5,6,5,5,0,21,1566600,391600,447600,373000,354400,1174950,,
999999,HR1,G2,,,,,Generated from governed source mart,,,,,,,,,,,,,,,,,,,,5,2100800
999999,HR1,G2,,,,,Generated from governed source mart,,,,,,,,,,,,,,,,,,,,6,2163000
999999,HR1,G2,,,,,Generated from governed source mart,,,,,,,,,,,,,,,,,,,,7,2169000
999999,HR1,G2,,,,,Generated from governed source mart,,,,,,,,,,,,,,,,,,,,8,2200200
999999,HR1,G2,,,,,Generated from governed source mart,,,,,,,,,,,,,,,,,,,,3,2125600
999999,HR1,G2,,,,,Generated from governed source mart,,,,,,,,,,,,,,,,,,,,4,2100800
999999,HR1,G2,,,,,Generated from governed source mart,,,,,,,,,,,,,,,,,,,,2,2069800
