student_id,term_id,program_id,level,attempted_credits,attendance_status,census_enrolled,reportable,academic_status
S0010505,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0013254,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0020874,2021FA,PNUR,GR,9,F,1,1,Academic Warning
S0021934,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0004713,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0011188,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0004160,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0007651,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0020837,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0016520,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0020897,2021FA,PNUR,GR,3,P,1,1,Academic Warning
S0013164,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0013795,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0000741,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0005815,2021FA,PNUR,GR,9,F,1,1,Academic Warning
S0017522,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0003152,2021FA,PNUR,GR,9,F,1,1,Academic Warning
S0019312,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0011175,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0015344,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0014120,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0022142,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0018834,2021FA,PNUR,GR,9,F,1,1,Academic Warning
S0009656,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0007357,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0010804,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0020860,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0003918,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0015850,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0015095,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0000814,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0000385,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0017677,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0018232,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0016490,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0014359,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0018498,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0005817,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0000513,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0021744,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0005834,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0003970,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0021823,2021FA,PNUR,GR,9,F,1,1,Academic Warning
S0019186,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0015302,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0022057,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0012275,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0011584,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0018883,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0021616,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0007261,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0001641,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0000037,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0005079,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0007572,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0005178,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0009635,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0016929,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0006440,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0018496,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0014183,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0003637,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0006687,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0022217,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0008949,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0006314,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0012588,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0012143,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0003739,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0010873,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0001685,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0022098,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0020005,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0016086,2021FA,PNUR,GR,9,F,1,1,Academic Warning
S0007650,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0001560,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0021920,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0008387,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0009025,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0019586,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0021538,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0015829,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0012673,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0019519,2021FA,PNUR,GR,9,F,1,1,Academic Warning
S0022263,2021FA,PNUR,GR,9,F,1,1,Academic Warning
S0000620,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0008036,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0018974,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0012288,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0021927,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0020455,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0018976,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0008085,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0001113,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0001224,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0010542,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0021272,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0016223,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0013560,2021FA,PNUR,GR,9,F,1,1,Academic Warning
S0009866,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0013641,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0020882,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0020639,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0000630,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0015700,2021FA,PNUR,GR,9,F,1,1,Academic Warning
S0012737,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0012658,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0007602,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0019572,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0008392,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0021552,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0019199,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0006884,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0004331,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0010870,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0020818,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0003497,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0005606,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0006568,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0003115,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0014389,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0000191,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0014948,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0004302,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0019291,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0012255,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0000283,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0011240,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0016456,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0017291,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0012847,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0012861,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0006283,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0012881,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0015132,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0021827,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0020649,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0004910,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0001594,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0008120,2021FA,PNUR,GR,9,F,1,1,Academic Warning
S0016249,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0013219,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0011564,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0010099,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0020007,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0016624,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0018488,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0009173,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0020482,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0009240,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0019371,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0017801,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0020205,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0017877,2021FA,PNUR,GR,9,F,1,1,Academic Warning
S0000679,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0014918,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0004092,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0014297,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0022259,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0001410,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0022119,2021FA,PNUR,GR,3,P,1,1,Good Standing
S0000624,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0013600,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0000134,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0017017,2021FA,PNUR,GR,9,F,1,1,Good Standing
S0017084,2021FA,PPA,GR,3,P,1,1,Good Standing
S0001146,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004356,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001151,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0007228,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020426,2021FA,PPA,GR,3,P,1,1,Good Standing
S0013387,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001557,2021FA,PPA,GR,9,F,1,1,Good Standing
S0017886,2021FA,PPA,GR,9,F,1,1,Good Standing
S0019413,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0001471,2021FA,PPA,GR,3,P,1,1,Good Standing
S0019889,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0000623,2021FA,PPA,GR,9,F,1,1,Good Standing
S0013212,2021FA,PPA,GR,9,F,1,1,Good Standing
S0007488,2021FA,PPA,GR,9,F,1,1,Good Standing
S0007994,2021FA,PPA,GR,3,P,1,1,Good Standing
S0020483,2021FA,PPA,GR,9,F,1,1,Good Standing
S0006588,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004321,2021FA,PPA,GR,9,F,1,1,Good Standing
S0007377,2021FA,PPA,GR,9,F,1,1,Good Standing
S0010959,2021FA,PPA,GR,3,P,1,1,Good Standing
S0022082,2021FA,PPA,GR,9,F,1,1,Good Standing
S0010362,2021FA,PPA,GR,9,F,1,1,Good Standing
S0005666,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0007936,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020891,2021FA,PPA,GR,3,P,1,1,Good Standing
S0000728,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020854,2021FA,PPA,GR,9,F,1,1,Good Standing
S0003328,2021FA,PPA,GR,9,F,1,1,Good Standing
S0021057,2021FA,PPA,GR,9,F,1,1,Good Standing
S0012822,2021FA,PPA,GR,3,P,1,1,Good Standing
S0003096,2021FA,PPA,GR,9,F,1,1,Good Standing
S0021293,2021FA,PPA,GR,9,F,1,1,Good Standing
S0006159,2021FA,PPA,GR,9,F,1,1,Good Standing
S0021210,2021FA,PPA,GR,9,F,1,1,Good Standing
S0007056,2021FA,PPA,GR,3,P,1,1,Good Standing
S0004509,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0014055,2021FA,PPA,GR,9,F,1,1,Good Standing
S0009332,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004017,2021FA,PPA,GR,9,F,1,1,Good Standing
S0013879,2021FA,PPA,GR,3,P,1,1,Academic Warning
S0020155,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0022166,2021FA,PPA,GR,9,F,1,1,Good Standing
S0015381,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020767,2021FA,PPA,GR,9,F,1,1,Good Standing
S0000218,2021FA,PPA,GR,3,P,1,1,Good Standing
S0003197,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004023,2021FA,PPA,GR,9,F,1,1,Good Standing
S0008123,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020705,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001771,2021FA,PPA,GR,3,P,1,1,Good Standing
S0001991,2021FA,PPA,GR,9,F,1,1,Good Standing
S0000782,2021FA,PPA,GR,9,F,1,1,Good Standing
S0012342,2021FA,PPA,GR,9,F,1,1,Good Standing
S0019350,2021FA,PPA,GR,9,F,1,1,Good Standing
S0018284,2021FA,PPA,GR,3,P,1,1,Good Standing
S0019221,2021FA,PPA,GR,9,F,1,1,Good Standing
S0018849,2021FA,PPA,GR,9,F,1,1,Good Standing
S0015337,2021FA,PPA,GR,9,F,1,1,Good Standing
S0007895,2021FA,PPA,GR,9,F,1,1,Good Standing
S0016416,2021FA,PPA,GR,3,P,1,1,Good Standing
S0020092,2021FA,PPA,GR,9,F,1,1,Good Standing
S0019465,2021FA,PPA,GR,9,F,1,1,Good Standing
S0016322,2021FA,PPA,GR,9,F,1,1,Good Standing
S0009369,2021FA,PPA,GR,9,F,1,1,Good Standing
S0009760,2021FA,PPA,GR,3,P,1,1,Good Standing
S0020881,2021FA,PPA,GR,9,F,1,1,Good Standing
S0022223,2021FA,PPA,GR,9,F,1,1,Good Standing
S0013346,2021FA,PPA,GR,9,F,1,1,Good Standing
S0012043,2021FA,PPA,GR,9,F,1,1,Good Standing
S0013937,2021FA,PPA,GR,3,P,1,1,Good Standing
S0001647,2021FA,PPA,GR,9,F,1,1,Good Standing
S0018305,2021FA,PPA,GR,9,F,1,1,Good Standing
S0014179,2021FA,PPA,GR,9,F,1,1,Good Standing
S0014907,2021FA,PPA,GR,9,F,1,1,Good Standing
S0019950,2021FA,PPA,GR,3,P,1,1,Good Standing
S0001800,2021FA,PPA,GR,9,F,1,1,Good Standing
S0018759,2021FA,PPA,GR,9,F,1,1,Good Standing
S0018447,2021FA,PPA,GR,9,F,1,1,Good Standing
S0011123,2021FA,PPA,GR,9,F,1,1,Good Standing
S0012482,2021FA,PPA,GR,3,P,1,1,Good Standing
S0011440,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001124,2021FA,PPA,GR,9,F,1,1,Good Standing
S0014149,2021FA,PPA,GR,9,F,1,1,Good Standing
S0019971,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001900,2021FA,PPA,GR,3,P,1,1,Good Standing
S0004722,2021FA,PPA,GR,9,F,1,1,Good Standing
S0000853,2021FA,PPA,GR,9,F,1,1,Good Standing
S0005861,2021FA,PPA,GR,9,F,1,1,Good Standing
S0011232,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004255,2021FA,PPA,GR,3,P,1,1,Good Standing
S0017404,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0007176,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0005545,2021FA,PPA,GR,9,F,1,1,Good Standing
S0008586,2021FA,PPA,GR,9,F,1,1,Good Standing
S0010251,2021FA,PPA,GR,3,P,1,1,Good Standing
S0015435,2021FA,PPA,GR,9,F,1,1,Good Standing
S0012572,2021FA,PPA,GR,9,F,1,1,Good Standing
S0017695,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0021500,2021FA,PPA,GR,9,F,1,1,Good Standing
S0000153,2021FA,PPA,GR,3,P,1,1,Good Standing
S0007807,2021FA,PPA,GR,9,F,1,1,Good Standing
S0005640,2021FA,PPA,GR,9,F,1,1,Good Standing
S0000465,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001753,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020914,2021FA,PPA,GR,3,P,1,1,Good Standing
S0016600,2021FA,PPA,GR,9,F,1,1,Good Standing
S0003857,2021FA,PPA,GR,9,F,1,1,Good Standing
S0010751,2021FA,PPA,GR,9,F,1,1,Good Standing
S0021721,2021FA,PPA,GR,9,F,1,1,Good Standing
S0013663,2021FA,PPA,GR,3,P,1,1,Academic Warning
S0011748,2021FA,PPA,GR,9,F,1,1,Good Standing
S0018571,2021FA,PPA,GR,9,F,1,1,Good Standing
S0017152,2021FA,PPA,GR,9,F,1,1,Good Standing
S0003639,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001869,2021FA,PPA,GR,3,P,1,1,Good Standing
S0003010,2021FA,PPA,GR,9,F,1,1,Good Standing
S0011881,2021FA,PPA,GR,9,F,1,1,Good Standing
S0003858,2021FA,PPA,GR,9,F,1,1,Good Standing
S0008882,2021FA,PPA,GR,9,F,1,1,Good Standing
S0009555,2021FA,PPA,GR,3,P,1,1,Good Standing
S0020434,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004077,2021FA,PPA,GR,9,F,1,1,Good Standing
S0012707,2021FA,PPA,GR,9,F,1,1,Good Standing
S0000695,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0003347,2021FA,PPA,GR,3,P,1,1,Good Standing
S0000895,2021FA,PPA,GR,9,F,1,1,Good Standing
S0009141,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004763,2021FA,PPA,GR,9,F,1,1,Good Standing
S0000629,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004519,2021FA,PPA,GR,3,P,1,1,Good Standing
S0014832,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020741,2021FA,PPA,GR,9,F,1,1,Good Standing
S0000989,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001603,2021FA,PPA,GR,9,F,1,1,Good Standing
S0019205,2021FA,PPA,GR,3,P,1,1,Good Standing
S0010171,2021FA,PPA,GR,9,F,1,1,Good Standing
S0016115,2021FA,PPA,GR,9,F,1,1,Good Standing
S0019710,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0011287,2021FA,PPA,GR,9,F,1,1,Good Standing
S0006784,2021FA,PPA,GR,3,P,1,1,Good Standing
S0001627,2021FA,PPA,GR,9,F,1,1,Good Standing
S0011216,2021FA,PPA,GR,9,F,1,1,Good Standing
S0012269,2021FA,PPA,GR,9,F,1,1,Good Standing
S0012006,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004637,2021FA,PPA,GR,3,P,1,1,Good Standing
S0017929,2021FA,PPA,GR,9,F,1,1,Good Standing
S0002065,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0014765,2021FA,PPA,GR,9,F,1,1,Good Standing
S0006898,2021FA,PPA,GR,9,F,1,1,Good Standing
S0021084,2021FA,PPA,GR,3,P,1,1,Good Standing
S0011786,2021FA,PPA,GR,9,F,1,1,Good Standing
S0019690,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020596,2021FA,PPA,GR,9,F,1,1,Good Standing
S0013263,2021FA,PPA,GR,9,F,1,1,Good Standing
S0015067,2021FA,PPA,GR,3,P,1,1,Academic Warning
S0020600,2021FA,PPA,GR,9,F,1,1,Good Standing
S0006054,2021FA,PPA,GR,9,F,1,1,Good Standing
S0016629,2021FA,PPA,GR,9,F,1,1,Good Standing
S0017907,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004117,2021FA,PPA,GR,3,P,1,1,Academic Warning
S0012477,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004701,2021FA,PPA,GR,9,F,1,1,Good Standing
S0013866,2021FA,PPA,GR,9,F,1,1,Good Standing
S0006120,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001863,2021FA,PPA,GR,3,P,1,1,Good Standing
S0015979,2021FA,PPA,GR,9,F,1,1,Good Standing
S0021205,2021FA,PPA,GR,9,F,1,1,Good Standing
S0013194,2021FA,PPA,GR,9,F,1,1,Good Standing
S0015091,2021FA,PPA,GR,9,F,1,1,Good Standing
S0009009,2021FA,PPA,GR,3,P,1,1,Good Standing
S0012258,2021FA,PPA,GR,9,F,1,1,Good Standing
S0015622,2021FA,PPA,GR,9,F,1,1,Good Standing
S0010935,2021FA,PPA,GR,9,F,1,1,Good Standing
S0000643,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0001387,2021FA,PPA,GR,3,P,1,1,Good Standing
S0017248,2021FA,PPA,GR,9,F,1,1,Good Standing
S0011604,2021FA,PPA,GR,9,F,1,1,Good Standing
S0017680,2021FA,PPA,GR,9,F,1,1,Good Standing
S0002050,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004363,2021FA,PPA,GR,3,P,1,1,Good Standing
S0010372,2021FA,PPA,GR,9,F,1,1,Good Standing
S0005838,2021FA,PPA,GR,9,F,1,1,Good Standing
S0014744,2021FA,PPA,GR,9,F,1,1,Good Standing
S0007737,2021FA,PPA,GR,9,F,1,1,Good Standing
S0014760,2021FA,PPA,GR,3,P,1,1,Good Standing
S0002059,2021FA,PPA,GR,9,F,1,1,Good Standing
S0019780,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001434,2021FA,PPA,GR,9,F,1,1,Good Standing
S0017604,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001770,2021FA,PPA,GR,3,P,1,1,Good Standing
S0020936,2021FA,PPA,GR,9,F,1,1,Good Standing
S0003510,2021FA,PPA,GR,9,F,1,1,Good Standing
S0003660,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004560,2021FA,PPA,GR,9,F,1,1,Good Standing
S0016667,2021FA,PPA,GR,3,P,1,1,Good Standing
S0004884,2021FA,PPA,GR,9,F,1,1,Good Standing
S0016777,2021FA,PPA,GR,9,F,1,1,Good Standing
S0019277,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020449,2021FA,PPA,GR,9,F,1,1,Good Standing
S0010375,2021FA,PPA,GR,3,P,1,1,Good Standing
S0001856,2021FA,PPA,GR,9,F,1,1,Good Standing
S0018691,2021FA,PPA,GR,9,F,1,1,Good Standing
S0021664,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020780,2021FA,PPA,GR,9,F,1,1,Good Standing
S0010580,2021FA,PPA,GR,3,P,1,1,Good Standing
S0022151,2021FA,PPA,GR,9,F,1,1,Good Standing
S0008982,2021FA,PPA,GR,9,F,1,1,Good Standing
S0007470,2021FA,PPA,GR,9,F,1,1,Good Standing
S0021157,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020633,2021FA,PPA,GR,3,P,1,1,Good Standing
S0012389,2021FA,PPA,GR,9,F,1,1,Good Standing
S0013289,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004119,2021FA,PPA,GR,9,F,1,1,Good Standing
S0010796,2021FA,PPA,GR,9,F,1,1,Good Standing
S0000971,2021FA,PPA,GR,3,P,1,1,Good Standing
S0015244,2021FA,PPA,GR,9,F,1,1,Good Standing
S0018134,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001633,2021FA,PPA,GR,9,F,1,1,Good Standing
S0006064,2021FA,PPA,GR,9,F,1,1,Good Standing
S0010176,2021FA,PPA,GR,3,P,1,1,Academic Warning
S0021624,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020112,2021FA,PPA,GR,9,F,1,1,Good Standing
S0006951,2021FA,PPA,GR,9,F,1,1,Good Standing
S0005338,2021FA,PPA,GR,9,F,1,1,Good Standing
S0012047,2021FA,PPA,GR,3,P,1,1,Good Standing
S0012746,2021FA,PPA,GR,9,F,1,1,Good Standing
S0011969,2021FA,PPA,GR,9,F,1,1,Good Standing
S0014030,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020151,2021FA,PPA,GR,9,F,1,1,Good Standing
S0021325,2021FA,PPA,GR,3,P,1,1,Good Standing
S0022164,2021FA,PPA,GR,9,F,1,1,Good Standing
S0000851,2021FA,PPA,GR,9,F,1,1,Good Standing
S0018868,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020032,2021FA,PPA,GR,9,F,1,1,Good Standing
S0004707,2021FA,PPA,GR,3,P,1,1,Good Standing
S0017582,2021FA,PPA,GR,9,F,1,1,Good Standing
S0006984,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001758,2021FA,PPA,GR,9,F,1,1,Good Standing
S0016401,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0003811,2021FA,PPA,GR,3,P,1,1,Good Standing
S0012798,2021FA,PPA,GR,9,F,1,1,Good Standing
S0021405,2021FA,PPA,GR,9,F,1,1,Good Standing
S0008083,2021FA,PPA,GR,9,F,1,1,Good Standing
S0000924,2021FA,PPA,GR,9,F,1,1,Good Standing
S0018813,2021FA,PPA,GR,3,P,1,1,Good Standing
S0000599,2021FA,PPA,GR,9,F,1,1,Good Standing
S0005219,2021FA,PPA,GR,9,F,1,1,Good Standing
S0018785,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020228,2021FA,PPA,GR,9,F,1,1,Good Standing
S0016941,2021FA,PPA,GR,3,P,1,1,Good Standing
S0012968,2021FA,PPA,GR,9,F,1,1,Good Standing
S0010667,2021FA,PPA,GR,9,F,1,1,Good Standing
S0012596,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001783,2021FA,PPA,GR,9,F,1,1,Good Standing
S0012670,2021FA,PPA,GR,3,P,1,1,Good Standing
S0000473,2021FA,PPA,GR,9,F,1,1,Good Standing
S0018253,2021FA,PPA,GR,9,F,1,1,Good Standing
S0014013,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020206,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020247,2021FA,PPA,GR,3,P,1,1,Good Standing
S0021427,2021FA,PPA,GR,9,F,1,1,Good Standing
S0009294,2021FA,PPA,GR,9,F,1,1,Good Standing
S0012308,2021FA,PPA,GR,9,F,1,1,Academic Warning
S0007716,2021FA,PPA,GR,9,F,1,1,Good Standing
S0003469,2021FA,PPA,GR,3,P,1,1,Good Standing
S0012598,2021FA,PPA,GR,9,F,1,1,Good Standing
S0008265,2021FA,PPA,GR,9,F,1,1,Good Standing
S0020960,2021FA,PPA,GR,9,F,1,1,Good Standing
S0015717,2021FA,PPA,GR,9,F,1,1,Good Standing
S0003137,2021FA,PPA,GR,3,P,1,1,Good Standing
S0011686,2021FA,PPA,GR,9,F,1,1,Good Standing
S0016266,2021FA,PPA,GR,9,F,1,1,Good Standing
S0006413,2021FA,PPA,GR,9,F,1,1,Good Standing
S0012639,2021FA,PPA,GR,9,F,1,1,Good Standing
S0001910,2021FA,PPA,GR,3,P,1,1,Good Standing
S0020126,2021FA,PPA,GR,9,F,1,1,Good Standing
S0015791,2021FA,PPA,GR,9,F,1,1,Academic Warning
