student_id,birth_year,gender,race_ethnicity,residency,first_generation,pell_eligible,entry_term_id,entry_type,degree_seeking,ftft_cohort_term_id,primary_program_id
S0004595,1983,Nonbinary,Nonresident,International,1,0,2020FA,Continuing/Other,1,,PENG
S0004596,2005,Woman,American Indian or Alaska Native,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBUS
S0004597,1999,Man,American Indian or Alaska Native,Out-of-state,0,0,2020FA,Continuing/Other,1,,PMATH
S0004598,2005,Nonbinary,American Indian or Alaska Native,Out-of-state,1,0,2020FA,Transfer,1,,PPSY
S0004599,1993,Woman,Hispanic or Latino,In-state,0,0,2020FA,Continuing/Other,1,,PMATH
S0004600,1998,Man,White,International,0,0,2020FA,Transfer,1,,PEDU
S0004601,1990,Man,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2020FA,Transfer,1,,PCRJ
S0004602,1998,Nonbinary,White,In-state,1,1,2020FA,Continuing/Other,1,,PPSY
S0004603,1995,Unknown,White,Out-of-state,1,1,2020FA,Continuing/Other,1,,PGEN
S0004604,1986,Woman,Two or more races,International,1,0,2020FA,Transfer,1,,PGEN
S0004605,1998,Nonbinary,Nonresident,Out-of-state,0,1,2020FA,Transfer,1,,PBIO
S0004606,1981,Man,Black or African American,In-state,1,0,2020FA,Continuing/Other,1,,PGEN
S0004607,1989,Nonbinary,Nonresident,In-state,1,0,2020FA,Continuing/Other,1,,PMATH
S0004608,1988,Man,Native Hawaiian or Other Pacific Islander,International,1,1,2020FA,Continuing/Other,1,,PENG
S0004609,1992,Nonbinary,Black or African American,International,1,0,2020FA,Continuing/Other,1,,PPSY
S0004610,1979,Woman,White,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0004611,1987,Man,American Indian or Alaska Native,International,1,0,2020FA,Continuing/Other,1,,PENG
S0004612,1989,Nonbinary,Nonresident,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0004613,1979,Nonbinary,Hispanic or Latino,In-state,0,0,2020FA,Continuing/Other,1,,PGEN
S0004614,1980,Nonbinary,White,In-state,0,0,2020FA,Transfer,1,,PPSY
S0004615,2006,Man,Nonresident,Out-of-state,1,1,2020FA,Continuing/Other,1,,PGEN
S0004616,1998,Nonbinary,Native Hawaiian or Other Pacific Islander,In-state,0,0,2020FA,Continuing/Other,1,,PENG
S0004617,2005,Woman,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004618,2001,Nonbinary,Two or more races,Out-of-state,1,0,2020FA,Continuing/Other,1,,PGEN
S0004619,1991,Unknown,Native Hawaiian or Other Pacific Islander,International,1,0,2020FA,Continuing/Other,1,,PCRJ
S0004620,1991,Man,White,International,0,1,2020FA,Continuing/Other,1,,PGEN
S0004621,1982,Unknown,Asian,International,1,1,2020FA,Continuing/Other,1,,PCRJ
S0004622,1991,Unknown,Two or more races,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0004623,1978,Unknown,Hispanic or Latino,Out-of-state,1,1,2020FA,Continuing/Other,1,,PEDU
S0004624,1996,Man,Hispanic or Latino,International,0,1,2020FA,Continuing/Other,1,,PPSY
S0004625,2002,Woman,Black or African American,In-state,0,0,2020FA,Continuing/Other,1,,PMATH
S0004626,1983,Man,American Indian or Alaska Native,Out-of-state,0,0,2020FA,Continuing/Other,1,,PENG
S0004627,1988,Man,Nonresident,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0004628,1978,Man,Two or more races,Out-of-state,1,0,2020FA,Continuing/Other,1,,PENG
S0004629,1997,Man,Two or more races,International,0,0,2020FA,Transfer,1,,PPSY
S0004630,2006,Nonbinary,Nonresident,International,0,1,2020FA,Continuing/Other,1,,PBIO
S0004631,1991,Man,Black or African American,In-state,1,0,2020FA,Transfer,1,,PBIO
S0004632,1985,Woman,Asian,Out-of-state,1,0,2020FA,Continuing/Other,1,,PENG
S0004633,1991,Woman,Asian,In-state,0,0,2020FA,Continuing/Other,1,,PMATH
S0004634,1996,Nonbinary,Native Hawaiian or Other Pacific Islander,In-state,0,1,2020FA,Continuing/Other,1,,PEDU
S0004635,1996,Woman,Native Hawaiian or Other Pacific Islander,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0004636,2001,Woman,American Indian or Alaska Native,Out-of-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004637,1992,Nonbinary,Asian,Out-of-state,1,0,2020FA,Continuing/Other,1,,PEDU
S0004638,2000,Unknown,American Indian or Alaska Native,Out-of-state,0,0,2020FA,Continuing/Other,1,,PENG
S0004639,1993,Nonbinary,American Indian or Alaska Native,Out-of-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004640,2006,Man,Nonresident,In-state,1,0,2020FA,Continuing/Other,1,,PEDU
S0004641,1987,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBIO
S0004642,2002,Unknown,Black or African American,Out-of-state,1,1,2020FA,Continuing/Other,1,,PPSY
S0004643,1981,Nonbinary,Two or more races,Out-of-state,0,1,2020FA,Continuing/Other,1,,PGEN
S0004644,2003,Unknown,White,In-state,0,0,2020FA,Transfer,1,,PPSY
S0004645,2002,Man,Two or more races,In-state,1,0,2020FA,Continuing/Other,1,,PPSY
S0004646,1981,Man,Native Hawaiian or Other Pacific Islander,In-state,1,1,2020FA,Continuing/Other,1,,PBIO
S0004647,1998,Unknown,Nonresident,In-state,1,1,2020FA,Continuing/Other,1,,PMATH
S0004648,1990,Nonbinary,Asian,Out-of-state,0,0,2020FA,Continuing/Other,1,,PMATH
S0004649,1985,Nonbinary,Black or African American,International,1,0,2020FA,Continuing/Other,1,,PCRJ
S0004650,1999,Nonbinary,Native Hawaiian or Other Pacific Islander,In-state,0,1,2020FA,Continuing/Other,1,,PEDU
S0004651,2004,Nonbinary,Asian,Out-of-state,1,1,2020FA,Continuing/Other,1,,PENG
S0004652,1990,Unknown,American Indian or Alaska Native,Out-of-state,0,0,2020FA,Transfer,1,,PCRJ
S0004653,1980,Woman,White,International,1,1,2020FA,Continuing/Other,1,,PEDU
S0004654,1995,Unknown,Hispanic or Latino,International,0,1,2020FA,Continuing/Other,1,,PEDU
S0004655,1998,Man,American Indian or Alaska Native,Out-of-state,1,0,2020FA,Continuing/Other,1,,PENG
S0004656,1991,Woman,Native Hawaiian or Other Pacific Islander,In-state,0,1,2020FA,Continuing/Other,1,,PGEN
S0004657,1985,Unknown,Two or more races,Out-of-state,0,1,2020FA,Transfer,1,,PGEN
S0004658,1993,Woman,White,In-state,0,1,2020FA,Transfer,1,,PPSY
S0004659,1988,Man,Nonresident,In-state,1,0,2020FA,Continuing/Other,1,,PCRJ
S0004660,2006,Unknown,Nonresident,In-state,0,1,2020FA,Continuing/Other,1,,PPSY
S0004661,2004,Woman,Asian,Out-of-state,0,0,2020FA,Transfer,1,,PENG
S0004662,1980,Unknown,Two or more races,In-state,0,1,2020FA,Continuing/Other,1,,PENG
S0004663,1992,Unknown,American Indian or Alaska Native,International,0,0,2020FA,Transfer,1,,PBUS
S0004664,1985,Nonbinary,Asian,Out-of-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0004665,1995,Man,Nonresident,Out-of-state,0,1,2020FA,Continuing/Other,1,,PMATH
S0004666,1997,Nonbinary,White,In-state,0,1,2020FA,Continuing/Other,1,,PMATH
S0004667,1979,Unknown,Nonresident,In-state,0,0,2020FA,Transfer,1,,PEDU
S0004668,1987,Man,Asian,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0004669,1984,Unknown,Nonresident,International,0,0,2020FA,Transfer,1,,PCRJ
S0004670,1993,Man,Nonresident,In-state,0,0,2020FA,Continuing/Other,1,,PGEN
S0004671,1987,Unknown,White,In-state,0,1,2020FA,Continuing/Other,1,,PBUS
S0004672,1982,Unknown,American Indian or Alaska Native,International,1,0,2020FA,Continuing/Other,1,,PCRJ
S0004673,2003,Nonbinary,Two or more races,International,1,0,2020FA,Continuing/Other,1,,PPSY
S0004674,2001,Man,Two or more races,International,0,0,2020FA,Continuing/Other,1,,PENG
S0004675,2003,Unknown,White,In-state,0,1,2020FA,Continuing/Other,1,,PBIO
S0004676,1990,Nonbinary,Two or more races,In-state,1,0,2020FA,Transfer,1,,PCRJ
S0004677,1982,Unknown,Asian,In-state,0,0,2020FA,Transfer,1,,PMATH
S0004678,1988,Man,Two or more races,In-state,1,0,2020FA,Continuing/Other,1,,PGEN
S0004679,1997,Man,Asian,In-state,0,1,2020FA,Continuing/Other,1,,PBUS
S0004680,2000,Man,White,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0004681,2002,Nonbinary,White,Out-of-state,0,0,2020FA,Transfer,1,,PPSY
S0004682,2005,Nonbinary,Hispanic or Latino,International,0,0,2020FA,Continuing/Other,1,,PBIO
S0004683,2004,Unknown,Asian,Out-of-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004684,1994,Unknown,Black or African American,In-state,1,0,2020FA,Transfer,1,,PEDU
S0004685,1981,Unknown,Hispanic or Latino,International,1,0,2020FA,Continuing/Other,1,,PGEN
S0004686,1980,Man,Two or more races,International,1,0,2020FA,Continuing/Other,1,,PEDU
S0004687,1984,Woman,Native Hawaiian or Other Pacific Islander,International,1,0,2020FA,Continuing/Other,1,,PPSY
S0004688,1978,Woman,Nonresident,International,1,1,2020FA,Continuing/Other,1,,PMATH
S0004689,1993,Woman,Black or African American,In-state,0,1,2020FA,Transfer,1,,PEDU
S0004690,1984,Nonbinary,White,Out-of-state,0,1,2020FA,Continuing/Other,1,,PPSY
S0004691,1991,Man,White,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0004692,1984,Unknown,Native Hawaiian or Other Pacific Islander,In-state,0,0,2020FA,Continuing/Other,1,,PENG
S0004693,2002,Woman,Hispanic or Latino,Out-of-state,0,1,2020FA,Continuing/Other,1,,PPSY
S0004694,1993,Nonbinary,Black or African American,Out-of-state,1,0,2020FA,Continuing/Other,1,,PGEN
S0004695,2005,Woman,Native Hawaiian or Other Pacific Islander,In-state,0,1,2020FA,Continuing/Other,1,,PCRJ
S0004696,1978,Man,Native Hawaiian or Other Pacific Islander,Out-of-state,1,1,2020FA,Continuing/Other,1,,PBIO
S0004697,1984,Man,Two or more races,In-state,1,0,2020FA,Transfer,1,,PEDU
S0004698,1980,Man,Native Hawaiian or Other Pacific Islander,In-state,1,0,2020FA,Transfer,1,,PENG
S0004699,1983,Man,American Indian or Alaska Native,Out-of-state,1,0,2020FA,Continuing/Other,1,,PCRJ
S0004700,1982,Woman,White,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0004701,1982,Nonbinary,American Indian or Alaska Native,In-state,0,0,2020FA,Continuing/Other,1,,PBUS
S0004702,2000,Nonbinary,White,In-state,0,0,2020FA,Transfer,1,,PBUS
S0004703,1981,Nonbinary,White,In-state,1,0,2020FA,Continuing/Other,1,,PGEN
S0004704,1982,Nonbinary,Nonresident,Out-of-state,0,0,2020FA,Continuing/Other,1,,PGEN
S0004705,1990,Woman,Native Hawaiian or Other Pacific Islander,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0004706,1986,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,1,1,2020FA,Continuing/Other,1,,PBUS
S0004707,2005,Woman,Asian,Out-of-state,0,0,2020FA,Continuing/Other,1,,PBUS
S0004708,1989,Unknown,Asian,In-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0004709,1985,Man,Two or more races,In-state,0,1,2020FA,Continuing/Other,1,,PBIO
S0004710,1981,Nonbinary,Nonresident,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0004711,1983,Unknown,Native Hawaiian or Other Pacific Islander,International,1,1,2020FA,Continuing/Other,1,,PGEN
S0004712,1979,Man,Asian,Out-of-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004713,1978,Nonbinary,Two or more races,International,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004714,1998,Man,Asian,International,0,0,2020FA,Transfer,1,,PBIO
S0004715,2000,Woman,American Indian or Alaska Native,Out-of-state,0,0,2020FA,Transfer,1,,PENG
S0004716,1982,Man,Native Hawaiian or Other Pacific Islander,International,1,1,2020FA,Continuing/Other,1,,PBIO
S0004717,1993,Woman,White,International,1,0,2020FA,Continuing/Other,1,,PEDU
S0004718,1982,Woman,Hispanic or Latino,In-state,1,0,2020FA,Continuing/Other,1,,PCRJ
S0004719,2003,Man,Nonresident,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0004720,1994,Unknown,Hispanic or Latino,Out-of-state,1,0,2020FA,Continuing/Other,1,,PPSY
S0004721,2005,Woman,American Indian or Alaska Native,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0004722,1993,Woman,White,International,1,0,2020FA,Continuing/Other,1,,PCRJ
S0004723,1979,Nonbinary,Black or African American,In-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0004724,2006,Man,Asian,International,0,0,2020FA,Continuing/Other,1,,PMATH
S0004725,1998,Nonbinary,American Indian or Alaska Native,In-state,0,0,2020FA,Transfer,1,,PEDU
S0004726,1998,Nonbinary,Hispanic or Latino,In-state,0,1,2020FA,Continuing/Other,1,,PBUS
S0004727,1982,Woman,Native Hawaiian or Other Pacific Islander,In-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004728,2003,Unknown,Black or African American,Out-of-state,1,0,2020FA,Continuing/Other,1,,PGEN
S0004729,1993,Unknown,Black or African American,International,0,0,2020FA,Continuing/Other,1,,PENG
S0004730,1985,Woman,Hispanic or Latino,International,1,0,2020FA,Continuing/Other,1,,PPSY
S0004731,1988,Man,Hispanic or Latino,International,0,0,2020FA,Continuing/Other,1,,PBUS
S0004732,1995,Man,Nonresident,Out-of-state,0,1,2020FA,Transfer,1,,PBUS
S0004733,1995,Unknown,Hispanic or Latino,In-state,1,1,2020FA,Transfer,1,,PPSY
S0004734,2000,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,1,0,2020FA,Continuing/Other,1,,PCRJ
S0004735,1984,Unknown,Asian,In-state,0,1,2020FA,Continuing/Other,1,,PBIO
S0004736,1987,Woman,Asian,In-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0004737,1987,Woman,Nonresident,International,0,1,2020FA,Continuing/Other,1,,PENG
S0004738,1994,Man,White,International,0,0,2020FA,Continuing/Other,1,,PBIO
S0004739,1995,Unknown,Two or more races,In-state,1,0,2020FA,Transfer,1,,PGEN
S0004740,1978,Unknown,Black or African American,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0004741,1991,Unknown,Asian,Out-of-state,1,0,2020FA,Continuing/Other,1,,PGEN
S0004742,1999,Nonbinary,Asian,International,0,0,2020FA,Continuing/Other,1,,PENG
S0004743,1995,Man,Nonresident,International,0,1,2020FA,Continuing/Other,1,,PENG
S0004744,1993,Woman,Hispanic or Latino,In-state,1,0,2020FA,Continuing/Other,1,,PCRJ
S0004745,1980,Unknown,Two or more races,In-state,0,1,2020FA,Continuing/Other,1,,PCRJ
S0004746,1988,Unknown,Hispanic or Latino,International,1,1,2020FA,Continuing/Other,1,,PBUS
S0004747,2001,Unknown,Two or more races,Out-of-state,0,0,2020FA,Continuing/Other,1,,PGEN
S0004748,1993,Nonbinary,Native Hawaiian or Other Pacific Islander,International,0,1,2020FA,Continuing/Other,1,,PGEN
S0004749,1996,Nonbinary,White,Out-of-state,1,1,2020FA,Continuing/Other,1,,PGEN
S0004750,1982,Man,Black or African American,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0004751,2006,Woman,Nonresident,In-state,0,0,2020FA,Continuing/Other,1,,PENG
S0004752,1990,Woman,Two or more races,In-state,1,0,2020FA,Continuing/Other,1,,PCRJ
S0004753,2003,Unknown,White,Out-of-state,1,1,2020FA,Transfer,1,,PBIO
S0004754,2002,Nonbinary,Native Hawaiian or Other Pacific Islander,International,0,0,2020FA,Continuing/Other,1,,PGEN
S0004755,1988,Woman,Hispanic or Latino,In-state,1,0,2020FA,Continuing/Other,1,,PGEN
S0004756,1995,Nonbinary,Nonresident,In-state,0,0,2020FA,Continuing/Other,1,,PMATH
S0004757,2002,Man,Nonresident,International,1,0,2020FA,Transfer,1,,PENG
S0004758,2002,Man,American Indian or Alaska Native,International,0,1,2020FA,Continuing/Other,1,,PGEN
S0004759,1988,Man,Nonresident,In-state,1,1,2020FA,Continuing/Other,1,,PPSY
S0004760,1981,Unknown,American Indian or Alaska Native,Out-of-state,1,1,2020FA,Continuing/Other,1,,PMATH
S0004761,2005,Man,Native Hawaiian or Other Pacific Islander,In-state,0,1,2020FA,Transfer,1,,PCRJ
S0004762,1991,Unknown,Asian,International,0,0,2020FA,Continuing/Other,1,,PEDU
S0004763,2002,Man,American Indian or Alaska Native,In-state,1,0,2020FA,Transfer,1,,PBIO
S0004764,2006,Man,American Indian or Alaska Native,In-state,0,1,2020FA,Continuing/Other,1,,PGEN
S0004765,2005,Man,Two or more races,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0004766,2003,Unknown,White,International,1,1,2020FA,Continuing/Other,1,,PMATH
S0004767,2005,Nonbinary,Native Hawaiian or Other Pacific Islander,In-state,0,0,2020FA,Continuing/Other,1,,PMATH
S0004768,2005,Woman,Two or more races,International,0,0,2020FA,Continuing/Other,1,,PGEN
S0004769,2003,Woman,Two or more races,Out-of-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0004770,2005,Unknown,Black or African American,In-state,0,1,2020FA,Continuing/Other,1,,PBUS
S0004771,1982,Unknown,Nonresident,International,0,1,2020FA,Continuing/Other,1,,PEDU
S0004772,1998,Man,White,International,0,1,2020FA,Continuing/Other,1,,PBIO
S0004773,1981,Man,Black or African American,In-state,0,1,2020FA,Continuing/Other,1,,PGEN
S0004774,1993,Unknown,Asian,In-state,0,1,2020FA,Transfer,1,,PPSY
S0004775,1984,Unknown,Nonresident,Out-of-state,1,0,2020FA,Continuing/Other,1,,PBIO
S0004776,1995,Man,American Indian or Alaska Native,Out-of-state,0,1,2020FA,Continuing/Other,1,,PBIO
S0004777,1989,Man,White,In-state,0,1,2020FA,Continuing/Other,1,,PCRJ
S0004778,1983,Nonbinary,American Indian or Alaska Native,Out-of-state,1,1,2020FA,Continuing/Other,1,,PGEN
S0004779,1987,Man,Nonresident,International,0,0,2020FA,Continuing/Other,1,,PEDU
S0004780,2006,Man,Asian,Out-of-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004781,2000,Unknown,American Indian or Alaska Native,Out-of-state,0,0,2020FA,Continuing/Other,1,,PMATH
S0004782,1989,Woman,Asian,Out-of-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004783,2004,Man,Hispanic or Latino,International,1,0,2020FA,Continuing/Other,1,,PCRJ
S0004784,2005,Unknown,White,International,1,1,2020FA,Transfer,1,,PMATH
S0004785,1995,Man,Black or African American,In-state,1,1,2020FA,Continuing/Other,1,,PBIO
S0004786,1990,Woman,American Indian or Alaska Native,International,1,1,2020FA,Continuing/Other,1,,PBUS
S0004787,1999,Unknown,Two or more races,Out-of-state,0,0,2020FA,Continuing/Other,1,,PENG
S0004788,1988,Man,Hispanic or Latino,In-state,0,0,2020FA,Transfer,1,,PCRJ
S0004789,1994,Man,Nonresident,International,1,0,2020FA,Transfer,1,,PEDU
S0004790,1987,Man,White,International,1,1,2020FA,Continuing/Other,1,,PENG
S0004791,2005,Nonbinary,Hispanic or Latino,In-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004792,1979,Nonbinary,White,Out-of-state,0,1,2020FA,Continuing/Other,1,,PMATH
S0004793,1999,Man,Black or African American,Out-of-state,1,0,2020FA,Transfer,1,,PPSY
S0004794,1979,Nonbinary,Nonresident,International,0,0,2020FA,Continuing/Other,1,,PEDU
S0004795,2006,Woman,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004796,1995,Unknown,Black or African American,International,1,1,2020FA,Transfer,1,,PENG
S0004797,1990,Nonbinary,White,Out-of-state,0,1,2020FA,Transfer,1,,PPSY
S0004798,1987,Man,Native Hawaiian or Other Pacific Islander,International,0,0,2020FA,Continuing/Other,1,,PMATH
S0004799,1995,Woman,White,Out-of-state,0,0,2020FA,Transfer,1,,PBUS
S0004800,1989,Unknown,Hispanic or Latino,In-state,1,1,2020FA,Continuing/Other,1,,PGEN
S0004801,1988,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2020FA,Transfer,1,,PBIO
S0004802,2000,Man,White,International,1,0,2020FA,Continuing/Other,1,,PBIO
S0004803,2004,Woman,Nonresident,Out-of-state,1,0,2020FA,Continuing/Other,1,,PPSY
S0004804,1997,Man,Native Hawaiian or Other Pacific Islander,Out-of-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004805,1992,Unknown,Nonresident,International,0,0,2020FA,Transfer,1,,PGEN
S0004806,2000,Unknown,Nonresident,In-state,0,0,2020FA,Transfer,1,,PGEN
S0004807,1988,Man,Native Hawaiian or Other Pacific Islander,International,0,0,2020FA,Continuing/Other,1,,PPSY
S0004808,1993,Nonbinary,Nonresident,International,0,0,2020FA,Continuing/Other,1,,PGEN
S0004809,1984,Man,White,International,0,0,2020FA,Continuing/Other,1,,PENG
S0004810,1994,Nonbinary,Nonresident,In-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0004811,1996,Unknown,Native Hawaiian or Other Pacific Islander,Out-of-state,1,0,2020FA,Continuing/Other,1,,PPSY
S0004812,2002,Unknown,Asian,International,0,1,2020FA,Continuing/Other,1,,PCRJ
S0004813,1983,Nonbinary,Two or more races,Out-of-state,0,0,2020FA,Continuing/Other,1,,PGEN
S0004814,1983,Man,Nonresident,In-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004815,2003,Man,American Indian or Alaska Native,International,1,0,2020FA,Continuing/Other,1,,PPSY
S0004816,1988,Nonbinary,Black or African American,In-state,0,1,2020FA,Continuing/Other,1,,PGEN
S0004817,1990,Unknown,Black or African American,Out-of-state,1,0,2020FA,Continuing/Other,1,,PEDU
S0004818,1994,Unknown,White,International,0,0,2020FA,Continuing/Other,1,,PBIO
S0004819,1992,Woman,Asian,In-state,0,1,2020FA,Transfer,1,,PMATH
S0004820,1996,Unknown,Native Hawaiian or Other Pacific Islander,In-state,1,0,2020FA,Transfer,1,,PCRJ
S0004821,1983,Woman,Nonresident,International,1,1,2020FA,Continuing/Other,1,,PGEN
S0004822,1990,Woman,Two or more races,Out-of-state,0,1,2020FA,Continuing/Other,1,,PEDU
S0004823,1984,Woman,Nonresident,International,0,0,2020FA,Transfer,1,,PGEN
S0004824,1979,Unknown,Asian,International,0,0,2020FA,Transfer,1,,PMATH
S0004825,1983,Unknown,Black or African American,Out-of-state,0,1,2020FA,Transfer,1,,PBIO
S0004826,1985,Nonbinary,Asian,In-state,1,0,2020FA,Transfer,1,,PEDU
S0004827,1980,Nonbinary,American Indian or Alaska Native,Out-of-state,0,1,2020FA,Continuing/Other,1,,PMATH
S0004828,2000,Man,Black or African American,In-state,1,0,2020FA,Continuing/Other,1,,PBUS
S0004829,1989,Nonbinary,Native Hawaiian or Other Pacific Islander,In-state,1,1,2020FA,Continuing/Other,1,,PEDU
S0004830,1992,Nonbinary,Hispanic or Latino,In-state,1,0,2020FA,Continuing/Other,1,,PGEN
S0004831,1993,Woman,Two or more races,Out-of-state,0,0,2020FA,Transfer,1,,PEDU
S0004832,2004,Man,Nonresident,Out-of-state,1,0,2020FA,Continuing/Other,1,,PBIO
S0004833,1980,Nonbinary,Hispanic or Latino,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0004834,1988,Woman,Asian,International,1,1,2020FA,Continuing/Other,1,,PMATH
S0004835,1985,Nonbinary,Native Hawaiian or Other Pacific Islander,Out-of-state,1,1,2020FA,Transfer,1,,PBUS
S0004836,1986,Man,Asian,Out-of-state,0,1,2020FA,Continuing/Other,1,,PCRJ
S0004837,2005,Nonbinary,White,Out-of-state,0,0,2020FA,Continuing/Other,1,,PMATH
S0004838,2001,Man,American Indian or Alaska Native,In-state,1,1,2020FA,Transfer,1,,PBIO
S0004839,1986,Woman,Native Hawaiian or Other Pacific Islander,In-state,0,1,2020FA,Continuing/Other,1,,PEDU
S0004840,1996,Man,American Indian or Alaska Native,International,0,0,2020FA,Transfer,1,,PMATH
S0004841,2004,Nonbinary,Hispanic or Latino,In-state,0,0,2020FA,Continuing/Other,1,,PBUS
S0004842,1999,Nonbinary,Nonresident,International,1,0,2020FA,Continuing/Other,1,,PBUS
S0004843,1980,Woman,Hispanic or Latino,In-state,0,0,2020FA,Transfer,1,,PENG
S0004844,1990,Woman,Hispanic or Latino,International,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004845,1985,Man,Black or African American,In-state,0,0,2020FA,Continuing/Other,1,,PCRJ
S0004846,2002,Man,Black or African American,International,0,0,2020FA,Continuing/Other,1,,PBIO
S0004847,1986,Unknown,Nonresident,In-state,0,1,2020FA,Continuing/Other,1,,PGEN
S0004848,1980,Unknown,American Indian or Alaska Native,International,1,0,2020FA,Continuing/Other,1,,PMATH
S0004849,1997,Man,Two or more races,Out-of-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0004850,1996,Nonbinary,Nonresident,In-state,0,1,2020FA,Continuing/Other,1,,PBIO
S0004851,2005,Unknown,Native Hawaiian or Other Pacific Islander,In-state,0,0,2020FA,Continuing/Other,1,,PPSY
S0004852,1998,Man,American Indian or Alaska Native,International,1,1,2020FA,Transfer,1,,PENG
S0004853,1978,Man,Native Hawaiian or Other Pacific Islander,International,0,1,2020FA,Continuing/Other,1,,PEDU
S0004854,1991,Nonbinary,Black or African American,In-state,1,0,2020FA,Continuing/Other,1,,PGEN
S0004855,1990,Nonbinary,American Indian or Alaska Native,International,0,1,2020FA,Continuing/Other,1,,PBIO
S0004856,1988,Woman,Asian,In-state,1,1,2020FA,Continuing/Other,1,,PGEN
S0004857,1997,Nonbinary,Black or African American,Out-of-state,1,0,2020FA,Transfer,1,,PBUS
S0004858,1991,Nonbinary,Nonresident,Out-of-state,0,1,2020FA,Transfer,1,,PBIO
S0004859,1990,Man,American Indian or Alaska Native,International,1,0,2020FA,Continuing/Other,1,,PBIO
S0004860,2002,Nonbinary,Nonresident,International,1,0,2020FA,Continuing/Other,1,,PMATH
S0004861,1982,Man,Two or more races,Out-of-state,1,0,2020FA,Continuing/Other,1,,PMATH
S0004862,1998,Man,Hispanic or Latino,Out-of-state,1,0,2020FA,Transfer,1,,PCRJ
S0004863,2006,Unknown,American Indian or Alaska Native,In-state,0,1,2020FA,Transfer,1,,PMATH
S0004864,2002,Nonbinary,Black or African American,In-state,1,0,2020FA,Continuing/Other,1,,PMATH
S0004865,1990,Woman,American Indian or Alaska Native,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0004866,2006,Woman,Asian,In-state,0,0,2020FA,Continuing/Other,1,,PEDU
S0004867,1989,Unknown,Hispanic or Latino,Out-of-state,0,0,2020FA,Transfer,1,,PMATH
S0004868,2003,Woman,White,Out-of-state,1,0,2020FA,Transfer,1,,PCRJ
S0004869,1999,Unknown,Nonresident,In-state,0,0,2020FA,Continuing/Other,1,,PENG
S0004870,2004,Nonbinary,Hispanic or Latino,In-state,0,1,2020FA,Continuing/Other,1,,PGEN
S0004871,1989,Woman,White,International,1,0,2020FA,Transfer,1,,PENG
S0004872,1984,Woman,American Indian or Alaska Native,In-state,0,0,2020FA,Continuing/Other,1,,PBUS
S0004873,1999,Nonbinary,Native Hawaiian or Other Pacific Islander,In-state,1,0,2020FA,Continuing/Other,1,,PBIO
S0004874,1979,Nonbinary,Two or more races,Out-of-state,1,0,2020FA,Continuing/Other,1,,PBIO
S0004875,2005,Man,Black or African American,Out-of-state,0,0,2020FA,Transfer,1,,PENG
