aid_record_id,student_id,term_id,aid_year,pell_eligible,pell_recipient,pell_amount,federal_loan_recipient,federal_loan_amount
AID2025-000966,S0005460,2025FA,2025-26,1,1,7395,0,0
AID2025-000967,S0032274,2025FA,2025-26,1,0,0,1,5500
AID2025-000968,S0033400,2025FA,2025-26,0,0,0,0,0
AID2025-000969,S0031665,2025FA,2025-26,1,1,7395,0,0
AID2025-000970,S0003012,2025FA,2025-26,1,1,7395,1,5500
AID2025-000971,S0038117,2025FA,2025-26,0,0,0,0,0
AID2025-000972,S0004723,2025FA,2025-26,0,0,0,0,0
AID2025-000973,S0028553,2025FA,2025-26,0,0,0,1,5500
AID2025-000974,S0016787,2025FA,2025-26,0,0,0,0,0
AID2025-000975,S0006906,2025FA,2025-26,1,1,7395,0,0
AID2025-000976,S0036930,2025FA,2025-26,1,1,7395,1,5500
AID2025-000977,S0039685,2025FA,2025-26,1,1,7395,0,0
AID2025-000978,S0038873,2025FA,2025-26,1,1,7395,0,0
AID2025-000979,S0037201,2025FA,2025-26,0,0,0,1,5500
AID2025-000980,S0027762,2025FA,2025-26,0,0,0,0,0
AID2025-000981,S0022609,2025FA,2025-26,0,0,0,0,0
AID2025-000982,S0040148,2025FA,2025-26,1,1,7395,1,5500
AID2025-000983,S0033209,2025FA,2025-26,0,0,0,0,0
AID2025-000984,S0009426,2025FA,2025-26,0,0,0,0,0
AID2025-000985,S0029027,2025FA,2025-26,1,1,7395,1,5500
AID2025-000986,S0015171,2025FA,2025-26,0,0,0,0,0
AID2025-000987,S0019501,2025FA,2025-26,0,0,0,0,0
AID2025-000988,S0018637,2025FA,2025-26,1,0,0,1,5500
AID2025-000989,S0039305,2025FA,2025-26,0,0,0,0,0
AID2025-000990,S0016973,2025FA,2025-26,0,0,0,0,0
AID2025-000991,S0040660,2025FA,2025-26,0,0,0,1,5500
AID2025-000992,S0030337,2025FA,2025-26,1,1,7395,0,0
AID2025-000993,S0009975,2025FA,2025-26,0,0,0,0,0
AID2025-000994,S0028080,2025FA,2025-26,0,0,0,1,5500
AID2025-000995,S0025799,2025FA,2025-26,1,0,0,0,0
AID2025-000996,S0025850,2025FA,2025-26,0,0,0,0,0
AID2025-000997,S0006868,2025FA,2025-26,0,0,0,1,5500
AID2025-000998,S0039672,2025FA,2025-26,1,1,7395,0,0
AID2025-000999,S0029213,2025FA,2025-26,1,1,7395,0,0
AID2025-001000,S0035771,2025FA,2025-26,1,1,7395,1,5500
AID2025-001001,S0008318,2025FA,2025-26,1,1,7395,0,0
AID2025-001002,S0033159,2025FA,2025-26,0,0,0,0,0
AID2025-001003,S0029552,2025FA,2025-26,0,0,0,1,5500
AID2025-001004,S0022144,2025FA,2025-26,0,0,0,0,0
AID2025-001005,S0038992,2025FA,2025-26,0,0,0,0,0
AID2025-001006,S0007567,2025FA,2025-26,0,0,0,1,5500
AID2025-001007,S0032248,2025FA,2025-26,0,0,0,0,0
AID2025-001008,S0039468,2025FA,2025-26,1,1,7395,0,0
AID2025-001009,S0025392,2025FA,2025-26,0,0,0,1,5500
AID2025-001010,S0039187,2025FA,2025-26,1,1,7395,0,0
AID2025-001011,S0040050,2025FA,2025-26,0,0,0,0,0
AID2025-001012,S0035607,2025FA,2025-26,0,0,0,1,5500
AID2025-001013,S0033091,2025FA,2025-26,0,0,0,0,0
AID2025-001014,S0001943,2025FA,2025-26,0,0,0,0,0
AID2025-001015,S0032599,2025FA,2025-26,1,1,7395,1,5500
AID2025-001016,S0029280,2025FA,2025-26,0,0,0,0,0
AID2025-001017,S0033272,2025FA,2025-26,0,0,0,0,0
AID2025-001018,S0028095,2025FA,2025-26,1,1,7395,1,5500
AID2025-001019,S0033241,2025FA,2025-26,1,1,7395,0,0
AID2025-001020,S0037280,2025FA,2025-26,0,0,0,0,0
AID2025-001021,S0040370,2025FA,2025-26,0,0,0,1,5500
AID2025-001022,S0021339,2025FA,2025-26,0,0,0,0,0
AID2025-001023,S0013878,2025FA,2025-26,0,0,0,0,0
AID2025-001024,S0023483,2025FA,2025-26,0,0,0,1,5500
AID2025-001025,S0032961,2025FA,2025-26,0,0,0,0,0
AID2025-001026,S0037084,2025FA,2025-26,1,1,7395,0,0
AID2025-001027,S0036951,2025FA,2025-26,0,0,0,1,5500
AID2025-001028,S0037527,2025FA,2025-26,0,0,0,0,0
AID2025-001029,S0040535,2025FA,2025-26,0,0,0,0,0
AID2025-001030,S0036144,2025FA,2025-26,1,0,0,1,5500
AID2025-001031,S0032948,2025FA,2025-26,1,1,7395,0,0
AID2025-001032,S0022506,2025FA,2025-26,1,1,7395,0,0
AID2025-001033,S0035472,2025FA,2025-26,1,1,7395,1,5500
AID2025-001034,S0028013,2025FA,2025-26,1,1,7395,0,0
AID2025-001035,S0005976,2025FA,2025-26,0,0,0,0,0
AID2025-001036,S0020625,2025FA,2025-26,0,0,0,1,5500
AID2025-001037,S0032423,2025FA,2025-26,0,0,0,0,0
AID2025-001038,S0028429,2025FA,2025-26,1,1,7395,0,0
AID2025-001039,S0028806,2025FA,2025-26,1,1,7395,1,5500
AID2025-001040,S0040185,2025FA,2025-26,0,0,0,0,0
AID2025-001041,S0038436,2025FA,2025-26,1,1,7395,0,0
AID2025-001042,S0026468,2025FA,2025-26,0,0,0,1,5500
AID2025-001043,S0033548,2025FA,2025-26,0,0,0,0,0
AID2025-001044,S0028122,2025FA,2025-26,0,0,0,0,0
AID2025-001045,S0029187,2025FA,2025-26,1,1,7395,1,5500
AID2025-001046,S0034038,2025FA,2025-26,0,0,0,0,0
AID2025-001047,S0038816,2025FA,2025-26,0,0,0,0,0
AID2025-001048,S0019234,2025FA,2025-26,0,0,0,1,5500
AID2025-001049,S0032593,2025FA,2025-26,1,1,7395,0,0
AID2025-001050,S0010202,2025FA,2025-26,1,1,7395,0,0
AID2025-001051,S0034134,2025FA,2025-26,0,0,0,1,5500
AID2025-001052,S0039226,2025FA,2025-26,0,0,0,0,0
AID2025-001053,S0006001,2025FA,2025-26,0,0,0,0,0
AID2025-001054,S0010770,2025FA,2025-26,0,0,0,1,5500
AID2025-001055,S0015520,2025FA,2025-26,0,0,0,0,0
AID2025-001056,S0033173,2025FA,2025-26,0,0,0,0,0
AID2025-001057,S0001100,2025FA,2025-26,0,0,0,1,5500
AID2025-001058,S0036739,2025FA,2025-26,1,0,0,0,0
AID2025-001059,S0039351,2025FA,2025-26,0,0,0,0,0
AID2025-001060,S0032046,2025FA,2025-26,0,0,0,1,5500
AID2025-001061,S0007088,2025FA,2025-26,1,1,7395,0,0
AID2025-001062,S0029294,2025FA,2025-26,0,0,0,0,0
AID2025-001063,S0032412,2025FA,2025-26,1,1,7395,1,5500
AID2025-001064,S0040218,2025FA,2025-26,0,0,0,0,0
AID2025-001065,S0027316,2025FA,2025-26,1,0,0,0,0
AID2025-001066,S0004662,2025FA,2025-26,1,1,7395,1,5500
AID2025-001067,S0039476,2025FA,2025-26,0,0,0,0,0
AID2025-001068,S0035812,2025FA,2025-26,0,0,0,0,0
AID2025-001069,S0000977,2025FA,2025-26,1,1,7395,1,5500
AID2025-001070,S0035773,2025FA,2025-26,0,0,0,0,0
AID2025-001071,S0008645,2025FA,2025-26,0,0,0,0,0
AID2025-001072,S0032334,2025FA,2025-26,0,0,0,1,5500
AID2025-001073,S0013877,2025FA,2025-26,0,0,0,0,0
AID2025-001074,S0028186,2025FA,2025-26,0,0,0,0,0
AID2025-001075,S0032333,2025FA,2025-26,1,1,7395,1,5500
AID2025-001076,S0008715,2025FA,2025-26,1,1,7395,0,0
AID2025-001077,S0037723,2025FA,2025-26,0,0,0,0,0
AID2025-001078,S0026957,2025FA,2025-26,0,0,0,1,5500
AID2025-001079,S0026006,2025FA,2025-26,0,0,0,0,0
AID2025-001080,S0028641,2025FA,2025-26,0,0,0,0,0
AID2025-001081,S0029180,2025FA,2025-26,0,0,0,1,5500
AID2025-001082,S0024409,2025FA,2025-26,1,1,7395,0,0
AID2025-001083,S0011900,2025FA,2025-26,0,0,0,0,0
AID2025-001084,S0015130,2025FA,2025-26,0,0,0,1,5500
AID2025-001085,S0038437,2025FA,2025-26,0,0,0,0,0
AID2025-001086,S0033183,2025FA,2025-26,1,0,0,0,0
AID2025-001087,S0000956,2025FA,2025-26,0,0,0,1,5500
AID2025-001088,S0033634,2025FA,2025-26,1,1,7395,0,0
AID2025-001089,S0034243,2025FA,2025-26,0,0,0,0,0
AID2025-001090,S0030902,2025FA,2025-26,0,0,0,1,5500
AID2025-001091,S0032558,2025FA,2025-26,1,1,7395,0,0
AID2025-001092,S0039424,2025FA,2025-26,0,0,0,0,0
AID2025-001093,S0023499,2025FA,2025-26,0,0,0,1,5500
AID2025-001094,S0023850,2025FA,2025-26,0,0,0,0,0
AID2025-001095,S0033778,2025FA,2025-26,0,0,0,0,0
AID2025-001096,S0003221,2025FA,2025-26,0,0,0,1,5500
AID2025-001097,S0031841,2025FA,2025-26,0,0,0,0,0
AID2025-001098,S0038365,2025FA,2025-26,1,1,7395,0,0
AID2025-001099,S0022451,2025FA,2025-26,0,0,0,1,5500
AID2025-001100,S0004365,2025FA,2025-26,0,0,0,0,0
AID2025-001101,S0011860,2025FA,2025-26,1,1,7395,0,0
AID2025-001102,S0002046,2025FA,2025-26,1,1,7395,1,5500
AID2025-001103,S0033919,2025FA,2025-26,1,1,7395,0,0
AID2025-001104,S0018685,2025FA,2025-26,0,0,0,0,0
AID2025-001105,S0033593,2025FA,2025-26,0,0,0,1,5500
AID2025-001106,S0033342,2025FA,2025-26,0,0,0,0,0
AID2025-001107,S0032453,2025FA,2025-26,0,0,0,0,0
AID2025-001108,S0028534,2025FA,2025-26,1,1,7395,1,5500
AID2025-001109,S0036928,2025FA,2025-26,0,0,0,0,0
AID2025-001110,S0022660,2025FA,2025-26,0,0,0,0,0
AID2025-001111,S0008385,2025FA,2025-26,1,1,7395,1,5500
AID2025-001112,S0023350,2025FA,2025-26,0,0,0,0,0
AID2025-001113,S0033412,2025FA,2025-26,0,0,0,0,0
AID2025-001114,S0035463,2025FA,2025-26,0,0,0,1,5500
AID2025-001115,S0028246,2025FA,2025-26,0,0,0,0,0
AID2025-001116,S0039416,2025FA,2025-26,0,0,0,0,0
AID2025-001117,S0039294,2025FA,2025-26,0,0,0,1,5500
AID2025-001118,S0036481,2025FA,2025-26,0,0,0,0,0
AID2025-001119,S0006981,2025FA,2025-26,0,0,0,0,0
AID2025-001120,S0038527,2025FA,2025-26,0,0,0,1,5500
AID2025-001121,S0036406,2025FA,2025-26,0,0,0,0,0
AID2025-001122,S0035080,2025FA,2025-26,1,1,7395,0,0
AID2025-001123,S0038286,2025FA,2025-26,1,1,7395,1,5500
AID2025-001124,S0038538,2025FA,2025-26,1,1,7395,0,0
AID2025-001125,S0023212,2025FA,2025-26,1,1,7395,0,0
AID2025-001126,S0010790,2025FA,2025-26,1,1,7395,1,5500
AID2025-001127,S0000474,2025FA,2025-26,1,1,7395,0,0
AID2025-001128,S0008323,2025FA,2025-26,0,0,0,0,0
AID2025-001129,S0000330,2025FA,2025-26,0,0,0,1,5500
AID2025-001130,S0035600,2025FA,2025-26,1,1,7395,0,0
AID2025-001131,S0037347,2025FA,2025-26,0,0,0,0,0
AID2025-001132,S0023292,2025FA,2025-26,0,0,0,1,5500
AID2025-001133,S0028445,2025FA,2025-26,0,0,0,0,0
AID2025-001134,S0033539,2025FA,2025-26,0,0,0,0,0
AID2025-001135,S0023221,2025FA,2025-26,1,0,0,1,5500
AID2025-001136,S0027273,2025FA,2025-26,0,0,0,0,0
AID2025-001137,S0027668,2025FA,2025-26,1,1,7395,0,0
AID2025-001138,S0032600,2025FA,2025-26,0,0,0,1,5500
AID2025-001139,S0031995,2025FA,2025-26,0,0,0,0,0
AID2025-001140,S0030891,2025FA,2025-26,1,1,7395,0,0
AID2025-001141,S0029453,2025FA,2025-26,1,1,7395,1,5500
AID2025-001142,S0037394,2025FA,2025-26,1,0,0,0,0
AID2025-001143,S0039024,2025FA,2025-26,1,1,7395,0,0
AID2025-001144,S0033461,2025FA,2025-26,1,1,7395,1,5500
AID2025-001145,S0021234,2025FA,2025-26,1,1,7395,0,0
AID2025-001146,S0035435,2025FA,2025-26,0,0,0,0,0
AID2025-001147,S0039008,2025FA,2025-26,0,0,0,1,5500
AID2025-001148,S0031619,2025FA,2025-26,0,0,0,0,0
AID2025-001149,S0024375,2025FA,2025-26,0,0,0,0,0
AID2025-001150,S0032636,2025FA,2025-26,0,0,0,1,5500
AID2025-001151,S0034234,2025FA,2025-26,0,0,0,0,0
AID2025-001152,S0012894,2025FA,2025-26,0,0,0,0,0
AID2025-001153,S0003346,2025FA,2025-26,0,0,0,1,5500
AID2025-001154,S0035464,2025FA,2025-26,0,0,0,0,0
AID2025-001155,S0008957,2025FA,2025-26,0,0,0,0,0
AID2025-001156,S0029564,2025FA,2025-26,1,0,0,1,5500
AID2025-001157,S0029442,2025FA,2025-26,1,1,7395,0,0
AID2025-001158,S0007960,2025FA,2025-26,0,0,0,0,0
AID2025-001159,S0023313,2025FA,2025-26,0,0,0,1,5500
AID2025-001160,S0019704,2025FA,2025-26,0,0,0,0,0
AID2025-001161,S0012048,2025FA,2025-26,1,1,7395,0,0
AID2025-001162,S0028662,2025FA,2025-26,0,0,0,1,5500
AID2025-001163,S0034154,2025FA,2025-26,0,0,0,0,0
AID2025-001164,S0000241,2025FA,2025-26,1,1,7395,0,0
AID2025-001165,S0037114,2025FA,2025-26,0,0,0,1,5500
AID2025-001166,S0024002,2025FA,2025-26,0,0,0,0,0
AID2025-001167,S0033609,2025FA,2025-26,0,0,0,0,0
AID2025-001168,S0001324,2025FA,2025-26,0,0,0,1,5500
AID2025-001169,S0024428,2025FA,2025-26,0,0,0,0,0
AID2025-001170,S0032726,2025FA,2025-26,0,0,0,0,0
AID2025-001171,S0016026,2025FA,2025-26,1,1,7395,1,5500
AID2025-001172,S0027961,2025FA,2025-26,0,0,0,0,0
AID2025-001173,S0003703,2025FA,2025-26,1,1,7395,0,0
AID2025-001174,S0012688,2025FA,2025-26,0,0,0,1,5500
AID2025-001175,S0030663,2025FA,2025-26,0,0,0,0,0
AID2025-001176,S0032871,2025FA,2025-26,1,1,7395,0,0
AID2025-001177,S0035438,2025FA,2025-26,1,0,0,1,5500
AID2025-001178,S0022298,2025FA,2025-26,1,1,7395,0,0
AID2025-001179,S0035735,2025FA,2025-26,1,1,7395,0,0
AID2025-001180,S0029009,2025FA,2025-26,1,1,7395,1,5500
AID2025-001181,S0040366,2025FA,2025-26,0,0,0,0,0
AID2025-001182,S0009156,2025FA,2025-26,1,1,7395,0,0
AID2025-001183,S0008625,2025FA,2025-26,1,1,7395,1,5500
AID2025-001184,S0027482,2025FA,2025-26,1,1,7395,0,0
AID2025-001185,S0025736,2025FA,2025-26,1,1,7395,0,0
AID2025-001186,S0012117,2025FA,2025-26,1,1,7395,1,5500
AID2025-001187,S0037721,2025FA,2025-26,0,0,0,0,0
AID2025-001188,S0033976,2025FA,2025-26,1,1,7395,0,0
AID2025-001189,S0025954,2025FA,2025-26,0,0,0,1,5500
AID2025-001190,S0031319,2025FA,2025-26,0,0,0,0,0
AID2025-001191,S0029477,2025FA,2025-26,0,0,0,0,0
AID2025-001192,S0036250,2025FA,2025-26,0,0,0,1,5500
AID2025-001193,S0038313,2025FA,2025-26,0,0,0,0,0
AID2025-001194,S0015975,2025FA,2025-26,1,1,7395,0,0
AID2025-001195,S0029503,2025FA,2025-26,0,0,0,1,5500
AID2025-001196,S0039481,2025FA,2025-26,1,1,7395,0,0
AID2025-001197,S0023419,2025FA,2025-26,1,1,7395,0,0
AID2025-001198,S0025450,2025FA,2025-26,0,0,0,1,5500
AID2025-001199,S0012752,2025FA,2025-26,1,1,7395,0,0
AID2025-001200,S0023761,2025FA,2025-26,0,0,0,0,0
AID2025-001201,S0022504,2025FA,2025-26,0,0,0,1,5500
AID2025-001202,S0022651,2025FA,2025-26,1,1,7395,0,0
AID2025-001203,S0040346,2025FA,2025-26,1,1,7395,0,0
AID2025-001204,S0000156,2025FA,2025-26,0,0,0,1,5500
AID2025-001205,S0036505,2025FA,2025-26,0,0,0,0,0
AID2025-001206,S0027730,2025FA,2025-26,0,0,0,0,0
AID2025-001207,S0033391,2025FA,2025-26,0,0,0,1,5500
AID2025-001208,S0019435,2025FA,2025-26,0,0,0,0,0
AID2025-001209,S0010811,2025FA,2025-26,0,0,0,0,0
AID2025-001210,S0024254,2025FA,2025-26,1,1,7395,1,5500
AID2025-001211,S0039544,2025FA,2025-26,0,0,0,0,0
AID2025-001212,S0021043,2025FA,2025-26,0,0,0,0,0
AID2025-001213,S0030505,2025FA,2025-26,1,1,7395,1,5500
AID2025-001214,S0005718,2025FA,2025-26,0,0,0,0,0
AID2025-001215,S0029507,2025FA,2025-26,0,0,0,0,0
AID2025-001216,S0013563,2025FA,2025-26,0,0,0,1,5500
AID2025-001217,S0037115,2025FA,2025-26,1,1,7395,0,0
AID2025-001218,S0038530,2025FA,2025-26,0,0,0,0,0
AID2025-001219,S0029579,2025FA,2025-26,0,0,0,1,5500
AID2025-001220,S0040427,2025FA,2025-26,1,1,7395,0,0
AID2025-001221,S0038070,2025FA,2025-26,1,1,7395,0,0
AID2025-001222,S0026465,2025FA,2025-26,0,0,0,1,5500
AID2025-001223,S0029379,2025FA,2025-26,0,0,0,0,0
AID2025-001224,S0032931,2025FA,2025-26,0,0,0,0,0
AID2025-001225,S0035397,2025FA,2025-26,1,1,7395,1,5500
AID2025-001226,S0009671,2025FA,2025-26,0,0,0,0,0
AID2025-001227,S0039870,2025FA,2025-26,1,1,7395,0,0
AID2025-001228,S0029119,2025FA,2025-26,0,0,0,1,5500
AID2025-001229,S0035668,2025FA,2025-26,0,0,0,0,0
AID2025-001230,S0025651,2025FA,2025-26,1,1,7395,0,0
AID2025-001231,S0022728,2025FA,2025-26,1,1,7395,1,5500
AID2025-001232,S0033063,2025FA,2025-26,1,1,7395,0,0
AID2025-001233,S0003179,2025FA,2025-26,0,0,0,0,0
AID2025-001234,S0030811,2025FA,2025-26,1,1,7395,1,5500
AID2025-001235,S0021040,2025FA,2025-26,0,0,0,0,0
AID2025-001236,S0009828,2025FA,2025-26,0,0,0,0,0
AID2025-001237,S0028075,2025FA,2025-26,0,0,0,1,5500
AID2025-001238,S0033161,2025FA,2025-26,0,0,0,0,0
AID2025-001239,S0038617,2025FA,2025-26,0,0,0,0,0
AID2025-001240,S0033473,2025FA,2025-26,1,0,0,1,5500
AID2025-001241,S0033169,2025FA,2025-26,1,1,7395,0,0
AID2025-001242,S0036643,2025FA,2025-26,0,0,0,0,0
AID2025-001243,S0004479,2025FA,2025-26,1,1,7395,1,5500
AID2025-001244,S0037727,2025FA,2025-26,0,0,0,0,0
AID2025-001245,S0033085,2025FA,2025-26,0,0,0,0,0
AID2025-001246,S0026690,2025FA,2025-26,1,1,7395,1,5500
AID2025-001247,S0038431,2025FA,2025-26,0,0,0,0,0
AID2025-001248,S0034119,2025FA,2025-26,0,0,0,0,0
AID2025-001249,S0022261,2025FA,2025-26,0,0,0,1,5500
AID2025-001250,S0017910,2025FA,2025-26,0,0,0,0,0
AID2025-001251,S0038056,2025FA,2025-26,0,0,0,0,0
AID2025-001252,S0014511,2025FA,2025-26,1,1,7395,1,5500
AID2025-001253,S0031300,2025FA,2025-26,1,1,7395,0,0
AID2025-001254,S0016317,2025FA,2025-26,1,0,0,0,0
AID2025-001255,S0035350,2025FA,2025-26,0,0,0,1,5500
AID2025-001256,S0028023,2025FA,2025-26,1,1,7395,0,0
AID2025-001257,S0025957,2025FA,2025-26,1,1,7395,0,0
AID2025-001258,S0017141,2025FA,2025-26,0,0,0,1,5500
AID2025-001259,S0037494,2025FA,2025-26,0,0,0,0,0
AID2025-001260,S0022351,2025FA,2025-26,1,1,7395,0,0
AID2025-001261,S0008721,2025FA,2025-26,0,0,0,1,5500
AID2025-001262,S0010288,2025FA,2025-26,0,0,0,0,0
AID2025-001263,S0008018,2025FA,2025-26,0,0,0,0,0
AID2025-001264,S0005173,2025FA,2025-26,0,0,0,1,5500
AID2025-001265,S0039450,2025FA,2025-26,0,0,0,0,0
AID2025-001266,S0032091,2025FA,2025-26,0,0,0,0,0
AID2025-001267,S0039622,2025FA,2025-26,0,0,0,1,5500
AID2025-001268,S0035324,2025FA,2025-26,0,0,0,0,0
AID2025-001269,S0033405,2025FA,2025-26,0,0,0,0,0
AID2025-001270,S0033601,2025FA,2025-26,0,0,0,1,5500
AID2025-001271,S0022485,2025FA,2025-26,1,1,7395,0,0
AID2025-001272,S0027353,2025FA,2025-26,0,0,0,0,0
AID2025-001273,S0040303,2025FA,2025-26,0,0,0,1,5500
AID2025-001274,S0039471,2025FA,2025-26,0,0,0,0,0
AID2025-001275,S0037166,2025FA,2025-26,1,1,7395,0,0
AID2025-001276,S0032797,2025FA,2025-26,0,0,0,1,5500
AID2025-001277,S0036452,2025FA,2025-26,1,1,7395,0,0
AID2025-001278,S0025417,2025FA,2025-26,0,0,0,0,0
AID2025-001279,S0013194,2025FA,2025-26,0,0,0,1,5500
AID2025-001280,S0035249,2025FA,2025-26,1,1,7395,0,0
AID2025-001281,S0028991,2025FA,2025-26,0,0,0,0,0
AID2025-001282,S0037441,2025FA,2025-26,0,0,0,1,5500
AID2025-001283,S0033098,2025FA,2025-26,0,0,0,0,0
AID2025-001284,S0039368,2025FA,2025-26,1,1,7395,0,0
AID2025-001285,S0028880,2025FA,2025-26,0,0,0,1,5500
AID2025-001286,S0027676,2025FA,2025-26,0,0,0,0,0
AID2025-001287,S0032009,2025FA,2025-26,1,1,7395,0,0
AID2025-001288,S0006946,2025FA,2025-26,0,0,0,1,5500
AID2025-001289,S0021387,2025FA,2025-26,1,0,0,0,0
AID2025-001290,S0008426,2025FA,2025-26,0,0,0,0,0
AID2025-001291,S0002094,2025FA,2025-26,1,1,7395,1,5500
AID2025-001292,S0039686,2025FA,2025-26,0,0,0,0,0
AID2025-001293,S0028668,2025FA,2025-26,0,0,0,0,0
AID2025-001294,S0038913,2025FA,2025-26,0,0,0,1,5500
AID2025-001295,S0007029,2025FA,2025-26,0,0,0,0,0
AID2025-001296,S0039550,2025FA,2025-26,1,0,0,0,0
AID2025-001297,S0031020,2025FA,2025-26,0,0,0,1,5500
AID2025-001298,S0013606,2025FA,2025-26,0,0,0,0,0
AID2025-001299,S0036927,2025FA,2025-26,0,0,0,0,0
AID2025-001300,S0032529,2025FA,2025-26,0,0,0,1,5500
AID2025-001301,S0037155,2025FA,2025-26,0,0,0,0,0
AID2025-001302,S0003656,2025FA,2025-26,0,0,0,0,0
AID2025-001303,S0024374,2025FA,2025-26,0,0,0,1,5500
AID2025-001304,S0031290,2025FA,2025-26,0,0,0,0,0
AID2025-001305,S0007709,2025FA,2025-26,0,0,0,0,0
AID2025-001306,S0031054,2025FA,2025-26,1,1,7395,1,5500
AID2025-001307,S0027486,2025FA,2025-26,0,0,0,0,0
AID2025-001308,S0026925,2025FA,2025-26,0,0,0,0,0
AID2025-001309,S0000892,2025FA,2025-26,1,1,7395,1,5500
AID2025-001310,S0040588,2025FA,2025-26,0,0,0,0,0
AID2025-001311,S0028980,2025FA,2025-26,0,0,0,0,0
AID2025-001312,S0006806,2025FA,2025-26,0,0,0,1,5500
AID2025-001313,S0036701,2025FA,2025-26,0,0,0,0,0
AID2025-001314,S0036530,2025FA,2025-26,0,0,0,0,0
AID2025-001315,S0036405,2025FA,2025-26,0,0,0,1,5500
AID2025-001316,S0040241,2025FA,2025-26,0,0,0,0,0
AID2025-001317,S0033518,2025FA,2025-26,1,0,0,0,0
AID2025-001318,S0027946,2025FA,2025-26,0,0,0,1,5500
AID2025-001319,S0011818,2025FA,2025-26,0,0,0,0,0
AID2025-001320,S0032208,2025FA,2025-26,1,1,7395,0,0
AID2025-001321,S0033207,2025FA,2025-26,0,0,0,1,5500
AID2025-001322,S0032262,2025FA,2025-26,0,0,0,0,0
AID2025-001323,S0019427,2025FA,2025-26,0,0,0,0,0
AID2025-001324,S0024376,2025FA,2025-26,0,0,0,1,5500
AID2025-001325,S0028028,2025FA,2025-26,0,0,0,0,0
AID2025-001326,S0024241,2025FA,2025-26,0,0,0,0,0
AID2025-001327,S0005376,2025FA,2025-26,1,1,7395,1,5500
AID2025-001328,S0036370,2025FA,2025-26,0,0,0,0,0
AID2025-001329,S0039625,2025FA,2025-26,0,0,0,0,0
AID2025-001330,S0027847,2025FA,2025-26,0,0,0,1,5500
AID2025-001331,S0027845,2025FA,2025-26,1,0,0,0,0
AID2025-001332,S0036273,2025FA,2025-26,0,0,0,0,0
AID2025-001333,S0006287,2025FA,2025-26,0,0,0,1,5500
AID2025-001334,S0001321,2025FA,2025-26,0,0,0,0,0
AID2025-001335,S0022777,2025FA,2025-26,0,0,0,0,0
AID2025-001336,S0009063,2025FA,2025-26,0,0,0,1,5500
AID2025-001337,S0018233,2025FA,2025-26,0,0,0,0,0
AID2025-001338,S0029254,2025FA,2025-26,1,0,0,0,0
AID2025-001339,S0036854,2025FA,2025-26,0,0,0,1,5500
AID2025-001340,S0017044,2025FA,2025-26,0,0,0,0,0
AID2025-001341,S0010699,2025FA,2025-26,0,0,0,0,0
AID2025-001342,S0023730,2025FA,2025-26,0,0,0,1,5500
AID2025-001343,S0028282,2025FA,2025-26,0,0,0,0,0
AID2025-001344,S0005186,2025FA,2025-26,0,0,0,0,0
AID2025-001345,S0033499,2025FA,2025-26,0,0,0,1,5500
AID2025-001346,S0018817,2025FA,2025-26,0,0,0,0,0
AID2025-001347,S0034051,2025FA,2025-26,1,1,7395,0,0
AID2025-001348,S0023038,2025FA,2025-26,0,0,0,1,5500
AID2025-001349,S0039259,2025FA,2025-26,0,0,0,0,0
AID2025-001350,S0017963,2025FA,2025-26,0,0,0,0,0
AID2025-001351,S0039463,2025FA,2025-26,0,0,0,1,5500
AID2025-001352,S0001536,2025FA,2025-26,0,0,0,0,0
AID2025-001353,S0004541,2025FA,2025-26,0,0,0,0,0
AID2025-001354,S0035316,2025FA,2025-26,0,0,0,1,5500
AID2025-001355,S0039945,2025FA,2025-26,0,0,0,0,0
AID2025-001356,S0000355,2025FA,2025-26,0,0,0,0,0
AID2025-001357,S0038339,2025FA,2025-26,0,0,0,1,5500
AID2025-001358,S0035924,2025FA,2025-26,1,1,7395,0,0
AID2025-001359,S0028321,2025FA,2025-26,1,0,0,0,0
AID2025-001360,S0033748,2025FA,2025-26,0,0,0,1,5500
AID2025-001361,S0030375,2025FA,2025-26,1,1,7395,0,0
AID2025-001362,S0015528,2025FA,2025-26,0,0,0,0,0
AID2025-001363,S0001067,2025FA,2025-26,0,0,0,1,5500
AID2025-001364,S0038255,2025FA,2025-26,1,1,7395,0,0
AID2025-001365,S0031069,2025FA,2025-26,0,0,0,0,0
AID2025-001366,S0021371,2025FA,2025-26,0,0,0,1,5500
AID2025-001367,S0018189,2025FA,2025-26,1,1,7395,0,0
AID2025-001368,S0036264,2025FA,2025-26,0,0,0,0,0
AID2025-001369,S0000211,2025FA,2025-26,0,0,0,1,5500
AID2025-001370,S0012934,2025FA,2025-26,1,1,7395,0,0
AID2025-001371,S0002066,2025FA,2025-26,0,0,0,0,0
AID2025-001372,S0037361,2025FA,2025-26,0,0,0,1,5500
AID2025-001373,S0021398,2025FA,2025-26,1,0,0,0,0
AID2025-001374,S0023878,2025FA,2025-26,0,0,0,0,0
AID2025-001375,S0018762,2025FA,2025-26,0,0,0,1,5500
AID2025-001376,S0029538,2025FA,2025-26,0,0,0,0,0
AID2025-001377,S0017957,2025FA,2025-26,0,0,0,0,0
AID2025-001378,S0022626,2025FA,2025-26,0,0,0,1,5500
AID2025-001379,S0003783,2025FA,2025-26,0,0,0,0,0
